init;object;object.1;object.2;object.3;object.4;object.5;object.6;object.7;object.8;object.9;object.10;object.11;object.12;object.13;object.14;object.15;object.16;object.17;object.18;object.19;object.20;object.21;object.22;object.23;object.24;object.25;object.26;object.27;object.28;object.29;object.30;object.31;object.32;object.33;object.34;object.35;object.36;object.37;object.38;object.39;object.40;object.41;object.42;object.43;object.44;object.45;object.46;object.47;object.48;object.49;object.50;object.51;object.52;object.53;object.54;object.55;object.56;object.57;object.58;object.59;object.60;object.61;object.62;object.63;object.64;object.65;object.66;object.67;object.68;object.69;object.70;object.71;object.72;object.73;object.74;object.75;object.76;object.77;object.78;object.79;object.80;object.81;object.82;object.83;object.84;object.85;object.86;object.87;object.88;object.89;object.90;object.91;object.92;object.93;object.94;object.95;object.96;object.97;object.98;object.99;object
NA;31650;33590;31640;29930;107400;50890;36570;95440;16400;81890;45670;54750;41870;55540;42880;49640;49960;53910;31910;87770;63450;43060;43360;52680;45550;80540;48610;63580;71470;61050;51170;68460;53820;34640;62360;47910;38180;58230;35690;49780;31300;29840;80930;53490;48380;39230;74150;69860;37320;40020;35220;42180;30740;32810;24560;48860;37830;31390;72650;44330;78950;85630;43190;56390;44160;55960;92760;101400;63620;53610;76620;56170;67660;41010;59890;62770;57680;63830;45890;94690;47610;46570;53710;34870;78150;58470;39750;71670;48590;37800;61750;55230;62680;39150;35860;84130;59870;38140;64220;45430;52280
NA;62700;36210;60360;92330;32790;32310;41790;37340;46280;41680;57790;97170;23350;34560;39050;90670;33040;64930;50350;42190;96980;52860;60210;50900;40380;58490;58290;60310;36740;59970;27990;41850;77860;78420;53990;56770;64710;34470;41510;72860;73480;52560;41720;42000;52800;37610;36680;57600;41540;16530;43030;78390;63070;69510;80330;85960;67710;63960;11070;43910;49060;91940;68730;28500;8400;69940;63230;46870;53390;89450;47390;33150;54210;52870;60170;108100;38580;60550;83910;47480;41510;49910;37830;74790;36040;41320;50470;38610;49920;104400;56680;43510;43560;32880;40440;30670;72160;51710;42400;18000;55130
NA;91160;37000;32550;39040;46340;39210;38450;31620;45660;10770;41430;66650;101100;42010;44130;67820;45040;95810;63800;41560;79960;48190;48450;73730;42950;80920;43380;73500;41000;48890;91440;34590;71010;38700;54300;45430;89960;53650;68540;69430;24500;42330;74870;46220;39070;84150;43340;27500;30490;55800;55630;29320;43320;41930;61030;47850;37140;36410;45680;80890;43340;86830;58950;60010;83720;47650;19610;45650;65370;85430;50370;39980;36850;47550;45630;28160;51330;65210;73110;80240;30550;42280;39420;43450;50260;78410;48430;93150;45360;69650;45490;72140;54400;36880;69550;26840;40360;63780;39370;29480;26250
NA;41860;49160;29900;9349;47390;29620;56000;48700;92250;44670;31820;66240;36800;63060;48930;49400;36270;95410;38700;65290;50510;46750;54440;57960;35580;90130;65860;67260;49420;41750;38880;51020;69450;80970;52930;33330;70830;45160;64580;26060;57160;50830;12800;49900;37360;34020;55270;68930;52140;35820;35430;12860;34300;40610;77690;73720;74340;26470;43400;45870;36690;68550;47260;42900;51450;43650;54050;47570;75750;60340;43050;91730;47990;55360;79300;73930;44690;74440;41910;77150;48810;38000;51980;28170;31650;62240;40870;34770;53540;15690;36630;59870;28890;39450;68850;48300;47660;30070;70200;43740;46200
NA;38620;37550;63840;42670;32430;28480;46230;53430;53040;15320;57390;39450;53780;71350;66690;58630;43270;87910;43700;70660;50590;62100;79010;70740;47600;43970;47300;35590;70240;38670;47180;42950;40470;41620;65240;46390;40290;50090;43390;50170;79120;77140;35930;53820;41970;37380;72870;63800;48870;67230;34670;35380;44780;48790;47230;27320;44420;46980;71380;54850;58570;78310;54300;46270;37520;78490;57050;71770;61890;35500;39270;70360;95080;48730;73210;76300;68890;71100;40280;37050;30480;40450;81050;48390;42220;54670;56310;65550;59230;42060;64760;36280;35170;51180;29870;33780;45900;29780;78450;59550;45850
NA;40230;68890;57600;42090;45740;38400;76570;37280;41960;64750;71900;41250;66700;37930;57070;68360;90690;52160;65270;81570;69320;46110;78940;49390;40450;42000;26710;60940;45340;58050;47610;64270;53550;55980;41160;61600;109400;42860;49780;58780;13580;99900;51560;52840;56200;47330;39360;47640;38480;33840;57010;39900;33160;30860;55610;69320;56600;77300;80290;47300;46980;77500;78300;50820;55760;47630;47650;74380;51560;53650;56290;33490;114100;50910;69510;55060;53690;49230;52970;49370;59980;92960;38000;71090;52640;45260;38630;47790;38130;70060;105000;53330;35690;49290;43150;33450;56790;64450;63070;74500;56750
NA;37460;85840;51680;54620;63860;39790;46430;27730;59500;43280;64280;31260;40150;39540;55840;97370;45170;56270;62080;80850;52760;92200;49320;80850;41030;56170;29980;37290;33270;30270;86160;65610;42610;47000;60110;71700;39600;52620;58540;80400;32280;45990;78350;64220;47860;64060;43130;37180;36780;64860;74510;42520;45710;60470;39510;29900;29830;48070;36540;29860;64110;38740;61000;90640;82650;103200;38540;65820;54770;61210;57250;41180;70050;71140;63480;56430;51640;74150;51350;66880;72810;80670;72220;40350;60700;42440;56060;44460;52950;69400;48340;102200;86110;87410;36210;36170;34510;49320;54290;49470;42200
NA;42330;38370;45860;85780;43980;54700;34930;24390;40740;36860;41240;54720;34360;40580;50120;40000;42290;74800;36830;73580;91160;32060;54320;52110;45950;51180;86380;97880;66030;42710;57500;45440;57440;55870;42660;58080;52600;59810;49040;53210;46580;44110;33990;41190;14620;49490;30330;39660;82640;22900;35550;36220;24590;86600;42440;43280;47030;43930;51370;41410;64330;78720;60640;93030;47030;46500;70540;58750;37090;85910;51800;52200;66980;37820;69160;36150;48360;42480;56740;42700;41340;72780;46460;58140;59610;32830;77860;52980;59850;46960;39850;41030;111400;88170;26950;63410;30900;33310;37840;72530;47510
NA;60320;65360;51920;29500;45550;44070;94740;56280;81530;43420;82390;80270;71400;69540;54700;34990;85900;48550;10080;85600;17350;57220;69850;60950;28450;54930;61020;85940;58900;47550;73620;53820;65020;36020;42900;47630;42300;56170;44600;49730;69710;48340;64520;34730;86110;46160;42480;61760;27900;55630;31190;70640;29430;115500;36720;86820;63230;35450;36240;46190;40340;47920;61490;71340;31810;67320;47270;69840;34880;39520;72380;33620;45120;47110;96560;57720;75170;49430;45130;40990;49200;56300;73300;99330;50620;58370;41090;43140;35380;41290;26610;14760;86080;66770;27410;36420;54940;29340;55420;48880;45740
NA;54060;75560;28630;65350;33580;40880;42060;82770;56350;79800;51570;27850;49130;46440;57320;39990;34040;67220;47010;35060;48980;57180;22120;40770;45180;47840;48070;47190;40160;35340;78750;72780;54070;39120;57570;52020;36380;50300;62540;83170;72430;65540;49020;62090;100600;86430;37930;31770;67430;36040;49500;29800;61080;52560;86500;30120;85320;72440;74310;87260;98280;75190;57470;44260;61280;76230;47830;52810;56520;54430;50420;57990;63750;69880;75270;70290;34190;103800;43650;48360;45820;61330;85000;50680;62430;66080;51440;49510;46100;36680;39200;63210;66070;33120;31970;27400;43330;35430;43400;83440;32080
