init;object;object.1;object.2;object.3;object.4;object.5;object.6;object.7;object.8;object.9;object.10;object.11;object.12;object.13;object.14;object.15;object.16;object.17;object.18;object.19;object.20;object.21;object.22;object.23;object.24;object.25;object.26;object.27;object.28;object.29;object.30;object.31;object.32;object.33;object.34;object.35;object.36;object.37;object.38;object.39;object.40;object.41;object.42;object.43;object.44;object.45;object.46;object.47;object.48;object.49;object.50;object.51;object.52;object.53;object.54;object.55;object.56;object.57;object.58;object.59;object.60;object.61;object.62;object.63;object.64;object.65;object.66;object.67;object.68;object.69;object.70;object.71;object.72;object.73;object.74;object.75;object.76;object.77;object.78;object.79;object.80;object.81;object.82;object.83;object.84;object.85;object.86;object.87;object.88;object.89;object.90;object.91;object.92;object.93;object.94;object.95;object.96;object.97;object.98;object.99;object
NA;48980;97800;160500;36470;65470;67790;63820;66990;32400;107400;67380;58540;118700;57650;54190;91900;54190;49390;53320;45630;24010;56710;68110;44420;35220;97450;66870;170400;38190;40850;53060;63540;80040;80050;17190;93710;68350;31940;193800;68020;39540;120400;150200;114100;96500;86950;122200;33690;57940;37320;39020;61400;43050;33740;49420;51980;162100;43050;59880;67090;48500;47440;54610;52850;140800;115000;97900;77290;70410;64340;104300;61140;260900;25660;231600;44480;61490;56730;35250;125400;90190;47650;75790;50960;36000;43720;41190;76440;35520;40380;46330;130700;36770;43750;42240;31940;61920;65530;39410;90610;138000
NA;72200;42970;30150;36370;54390;69160;39580;78930;34660;104900;36100;108000;44420;114500;96630;72020;202100;112500;36140;164800;36420;30200;50600;78930;21190;56590;35230;39630;48420;41850;77390;36800;50200;70880;34300;150800;80970;60700;51950;60790;90350;100400;112200;52260;95660;90310;33700;90110;46580;245800;83520;49360;41220;136000;41520;151700;76250;53600;40400;74020;47050;37320;46640;227000;87290;92250;150800;58470;72480;43760;84890;62880;63950;126900;32460;68940;124200;188700;122200;49570;66830;41780;76150;63240;44700;57000;68350;47660;61920;56610;39710;40860;39960;32820;53520;34640;66120;45160;78430;57340;55290
NA;56920;61710;43260;30080;180300;79420;45220;78910;31130;56640;46600;124300;64380;91270;47260;54860;39870;37940;38100;59380;77290;41740;45430;68410;54640;120800;59860;44110;57990;32280;43610;46610;73300;61450;58660;100400;47390;121600;160500;110600;57780;89370;86280;80750;44410;48850;131100;238100;79720;42000;34990;41620;33030;30630;61790;266100;53470;43470;44780;37200;55890;46730;56590;39410;33890;86280;41220;117300;37560;48440;53250;115900;29670;116100;103200;101900;24620;152700;46370;40880;54290;35480;76300;40630;43390;48940;71760;40350;85030;101000;68260;53450;76100;38010;50960;95890;162800;40090;91650;80130;47910
NA;38400;52420;38050;52280;100400;67710;58760;54460;62000;88460;89630;23310;119900;31840;119600;105700;37360;85930;51400;44740;52040;28830;44950;45480;44670;57370;34040;36110;95640;81110;35880;51120;64440;46350;37510;48970;52820;46990;55070;67090;98940;109300;31370;64360;57710;38380;244700;48860;59380;39340;28110;34560;121300;49840;32600;46780;43820;101600;57870;41060;38000;48150;114800;100600;61200;31770;33330;84310;40500;72680;60320;90060;72240;45800;34320;151700;68860;77940;69820;31850;65840;28440;35550;33320;64260;86220;40900;38550;36060;44640;39300;42870;57560;37270;36530;39760;74100;103800;76090;94300;96230
NA;59680;28440;43710;105700;203300;39980;38970;41000;50820;117800;93880;118300;46770;71950;57920;73800;32360;47230;63620;38510;35770;44090;34110;44190;48400;37540;49350;45940;68130;100800;46670;62770;153000;44250;73770;31580;111700;81100;48220;61490;53900;119700;68010;83570;92180;64200;40330;33710;65140;38730;49530;107800;55010;22290;78760;36980;35360;47740;123600;42390;44670;36330;49460;207000;157500;66720;69450;60530;90160;43460;122000;86200;40760;50430;37750;38050;76530;49650;38950;207800;38340;40180;41710;94090;231200;53740;56650;42390;43140;37000;49450;78420;30430;43680;98560;119100;81730;36220;119000;61760;134600
NA;41940;42570;108400;42180;283100;42170;74210;43040;49480;55330;230300;73710;48470;125300;62560;110800;30590;41390;44780;32720;61880;40700;40660;41510;239800;44100;40970;50670;50370;82660;50900;40190;56310;48150;139000;141900;88520;62060;44200;122300;78400;73600;66100;61160;35630;95220;67190;65140;41030;30190;52790;36120;35060;43230;52810;51990;68310;78260;36510;53740;90030;52570;72300;129200;68290;54880;67260;88910;41580;85120;201600;36550;29870;54120;36450;28290;116000;43070;48950;39060;65050;57190;45640;32470;33520;81120;44180;42940;48500;33590;35450;44290;38340;58450;35520;42970;32600;69470;48740;43700;29620
NA;51440;60420;46620;37010;110400;58540;75000;159200;60410;34100;36520;69090;135100;87180;132900;112600;104200;57420;45520;30890;35260;49540;42790;31020;55770;67560;52690;44940;44050;87930;50380;53350;51670;38320;94280;81280;111600;52500;106600;61920;74350;51010;83500;41440;111700;59580;118000;61970;48540;40230;98750;52360;33470;57270;68770;30240;63960;30920;34390;122300;39160;42660;47730;59250;27610;131400;21450;46520;37920;29300;69010;126400;46770;77740;79350;100500;123900;36810;114900;29240;42000;47170;36190;43200;56270;48990;45300;41710;94390;37590;34540;48830;39490;113800;32240;47360;89760;91070;42590;98210;53370
NA;199600;29460;55680;117200;30030;84540;64730;39290;86930;41970;68860;69580;55800;88420;63100;39220;60080;51050;53380;146000;68260;37060;44120;67380;34840;43940;278000;37670;90260;92500;47490;50470;55340;143200;68040;50960;85130;171200;130200;39980;25680;31560;153600;103100;41420;43270;158900;69040;34990;50350;57830;44490;314000;210000;79850;31420;35520;38900;30780;41530;41000;42690;56820;42340;229700;123600;46960;36260;41690;26470;31960;53980;56230;27570;26240;32010;55010;100700;42880;48010;55070;51630;42220;40950;40610;58080;34740;48120;47430;40860;23500;94950;80320;32980;34310;57240;57330;98450;59160;71220;74560
NA;49900;35810;43740;48090;30190;40900;82130;68980;24880;47590;56680;55050;80960;94620;69890;52560;47070;26620;37920;101500;86780;37560;40620;106000;47520;37460;47740;79240;50240;39800;68460;30790;26540;49090;84460;47320;76950;103200;61500;27910;54570;62110;40020;315900;121800;56050;55570;42130;48070;59120;48970;42050;34640;32960;135200;41250;36130;35710;64530;36370;38210;66200;95310;39700;105700;86930;19530;38990;44630;85130;33720;35300;102200;86780;158900;34770;43570;56470;48740;82630;43090;48990;70010;42850;107900;55280;56140;54010;42930;66200;59810;53830;36890;34080;41290;42890;36200;94500;80010;48500;58210
NA;33050;41560;55330;99240;29660;34040;39390;32330;329100;30670;171100;163100;50890;93550;47490;59650;61550;71280;25040;72330;44000;32220;47860;28660;36990;92260;32270;44200;44020;102300;111200;44120;18280;47020;92580;79950;37540;54110;95990;58100;60170;32480;56640;56290;72070;26230;43210;44550;40070;48270;55620;90910;50400;44190;74890;46910;44860;18200;69540;55730;56150;49830;42250;254500;84270;71190;20120;40750;25920;92580;70980;51130;74900;90270;61860;103400;61700;59400;42970;194600;42780;48890;21980;35260;46050;65470;44490;41870;198100;55930;38890;35130;55160;46140;84750;48870;70650;66850;37110;32040;61470
